Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
216,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24.0,2001,10,6,500,5.6,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.6,0.18,0.29,20,5,36,11,2,18.2,1.98,0.36,0.00,0.00,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,98,125,78.4,1423,266,1,0.9,0.7,+0.1,9,1,5,3,5,121,4,2,1,1,21,1,1,0,1,0,98,5,4,4,1,0,10,30.0,7,6,0,6,1,6,6,0,18,3.24,11,1,2,1,3,0,1,0.18,196,4,34,75,93,16,196,24,8,33.3,12,50.0,133,1304,680,20,8,14,13,7,132,36,1,0,0,8,18,2,21,1,4,0,0,0,21,2,11,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24.0,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,0.00,0.04,1,25,4,2,1,50.0,0.44,0.22,0.00,0.00,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0,194,235,82.6,3055,966,0,0.1,0.1,-0.1,3,18,1,0,25,221,14,7,0,1,8,0,7,4,3,0,194,4,0,1,3,0,6,50.0,3,2,1,1,6,10,8,0,6,1.33,5,1,0,0,0,0,0,0.00,266,12,75,171,24,0,266,1,1,100.0,0,0.0,148,750,352,1,2,0,4,6,167,4,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Mattia Bani,it ITA,DF,Genoa,it Serie A,31.0,1993,14,14,1099,12.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,0.00,0.04,6,19,3,4,2,50.0,0.33,0.16,0.00,0.00,11.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3,556,630,88.3,11322,4209,0,0.2,0.1,-0.2,2,11,1,1,19,610,18,17,0,3,3,0,0,0,0,0,556,11,6,9,2,0,9,55.6,4,7,4,3,18,29,59,2,6,0.49,5,0,0,1,0,0,2,0.16,745,124,492,245,12,5,745,4,2,50.0,0,0.0,403,1752,840,6,1,0,2,2,512,3,2,0,0,3,6,1,3,18,6,0,0,0,41,16,19,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18.0,2006,6,2,264,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.02,2,8,3,1,0,0.0,0.34,0.00,0.00,,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,153,165,92.7,2841,797,0,0.0,0.0,0.0,0,5,1,0,8,156,9,4,0,0,2,4,0,0,0,0,153,11,5,6,4,1,6,50.0,3,4,1,3,5,16,24,0,1,0.34,1,0,0,0,0,0,0,0.00,221,20,87,123,14,2,221,1,0,0.0,1,100.0,122,578,253,2,5,0,1,1,129,3,1,0,0,2,1,0,2,5,5,0,0,1,12,8,8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23.0,2001,10,0,92,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.00,0.28,3,0,7,3,0,0.0,2.93,0.00,0.00,,11.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,16,28,57.1,208,36,0,0.0,0.0,0.0,0,0,0,0,0,28,0,0,0,0,4,0,0,0,0,0,16,1,1,1,0,0,2,0.0,2,0,0,0,2,3,2,0,3,2.97,0,0,1,1,1,0,1,0.99,42,2,11,11,21,6,42,6,2,33.3,3,50.0,19,133,55,3,1,3,0,2,23,7,1,0,0,2,4,0,4,2,1,0,0,0,4,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17.0,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,2,0,0,2,0,0,2,1,0,0.0,0,0.0,2,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30.0,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.00,0.60,2,2,5,2,2,100.0,3.33,3.33,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,17,20,85.0,228,77,0,0.3,0.1,-0.3,3,1,1,0,2,20,0,0,0,0,1,0,0,0,0,0,17,2,0,0,2,0,2,0.0,2,1,1,0,0,2,0,0,3,5.00,3,0,0,0,0,0,0,0.00,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Federico Barba,it ITA,DF,Como,it Serie A,31.0,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.04,5,25,5,2,1,50.0,0.42,0.21,0.00,0.00,8.9,0,0,0,0.2,0.2,0.10,-0.2,-0.2,258,292,88.4,4163,1406,0,0.0,0.0,0.0,0,18,2,0,25,263,29,12,0,1,3,9,0,0,0,0,258,2,2,1,1,0,4,25.0,3,2,2,0,4,6,15,0,3,0.63,3,0,0,0,0,0,0,0.00,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20.0,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0.00,0.28,4,13,13,7,0,0.0,2.19,0.00,0.00,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3,139,191,72.8,2140,895,0,0.6,0.3,-0.6,6,12,3,0,13,141,48,9,2,2,24,30,9,0,5,0,139,15,9,8,3,4,15,80.0,3,0,0,0,2,17,5,0,10,3.12,5,4,0,1,0,0,0,0.00,236,4,45,92,100,3,236,13,3,23.1,9,69.2,123,545,254,4,4,0,6,4,142,13,0,0,0,7,5,0,24,2,9,0,0,0,16,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Valentín Barco,ar ARG,DF,Strasbourg,fr Ligue 1,20.0,2004,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,0,7,9,1,0,0.0,1.22,0.00,0.00,,27.6,1,0,0,0.0,0.0,0.04,0.0,0.0,40,52,76.9,640,217,0,0.0,0.0,0.0,0,4,2,1,7,45,7,3,0,1,6,3,1,1,0,0,40,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,1,1.22,1,0,0,0,0,0,0,0.00,59,1,6,33,21,0,59,1,0,0.0,1,100.0,39,115,52,0,1,0,1,2,42,9,0,0,0,0,3,0,6,0,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22.0,2002,21,18,1378,15.3,11,5,16,11,0,0,1,0,9.8,9.8,6.8,16.6,1.04,1.08,90,50,228,51,25,49.0,3.33,1.63,0.22,0.44,12.2,0,0,0,9.8,9.8,0.19,+1.2,+1.2,460,558,82.4,6081,1266,5,6.8,3.4,-1.8,27,17,24,2,50,546,10,4,3,1,15,6,0,0,0,0,460,19,11,8,6,5,16,18.8,13,18,2,16,9,28,6,0,56,3.66,46,0,5,3,2,0,13,0.85,794,8,54,244,503,137,794,91,25,27.5,60,65.9,526,3710,2210,90,38,65,45,12,628,228,1,0,0,21,14,4,15,9,11,0,0,0,41,10,7,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24.0,2000,14,12,1050,11.7,1,0,1,1,0,0,2,0,1.4,1.4,0.9,2.3,0.09,0.20,24,42,42,11,5,45.5,0.94,0.43,0.09,0.20,15.6,0,0,0,1.4,1.4,0.13,-0.4,-0.4,436,583,74.8,7353,2632,0,0.9,0.9,-0.9,7,36,10,4,42,487,92,13,4,0,32,78,0,0,0,0,436,34,21,24,8,2,22,63.6,8,17,7,10,15,49,33,2,19,1.63,15,1,2,1,0,0,1,0.09,724,46,268,328,141,18,724,22,12,54.5,10,45.5,351,1970,1061,24,13,7,16,8,404,42,2,0,0,7,10,0,32,15,21,0,0,0,66,12,11,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Nicolò Barella,it ITA,MF,Inter,it Serie A,28.0,1997,20,19,1479,16.4,3,5,8,3,0,0,1,0,1.5,1.5,2.9,4.4,0.49,0.26,38,139,73,28,7,25.0,1.70,0.43,0.11,0.43,24.3,0,0,0,1.5,1.5,0.05,+1.5,+1.5,910,1110,82.0,16042,4627,5,2.9,3.3,+2.1,33,111,30,6,139,1056,38,26,13,14,43,5,7,1,6,0,910,30,19,10,13,7,36,38.9,22,15,0,15,8,38,8,1,72,4.32,54,7,3,4,3,1,13,0.78,1261,24,193,703,377,25,1261,31,14,45.2,14,45.2,828,4272,1972,38,31,3,19,29,968,73,1,0,0,15,18,1,43,8,19,0,0,0,97,15,15,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24.0,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,34,40,85.0,590,199,0,0.0,0.0,0.0,0,5,0,0,3,39,1,1,0,0,1,0,0,0,0,0,34,2,2,2,0,0,2,50.0,1,0,0,0,1,3,3,0,0,0.00,0,0,0,0,0,0,0,0.00,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32.0,1992,1,1,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,4,75.0,48,2,0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,0,2,2,0,4,0,0,,0,,2,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27.0,1997,6,3,198,2.2,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.6,0.00,0.28,11,2,23,3,1,33.3,1.36,0.45,0.00,0.00,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,38,61,62.3,645,164,0,0.5,0.3,-0.5,4,1,3,3,2,55,5,1,0,0,16,2,2,0,1,0,38,2,2,0,2,0,1,0.0,1,4,0,4,3,5,2,0,8,3.64,4,0,2,0,2,0,1,0.45,97,0,17,26,55,11,97,8,5,62.5,3,37.5,54,406,168,11,6,1,13,3,63,23,2,0,0,7,4,0,16,3,2,0,0,0,6,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31.0,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,0.65,0.37,14,32,8,14,4,28.6,2.27,0.65,0.21,0.75,13.8,0,0,0,1.7,1.7,0.12,+1.3,+1.3,317,367,86.4,4962,1155,1,0.6,0.4,+0.4,8,29,6,0,32,353,13,11,0,2,1,1,0,0,0,0,317,13,3,4,9,0,13,69.2,4,9,3,6,9,22,5,0,16,2.60,13,1,2,0,0,0,3,0.49,429,16,68,255,112,17,429,10,8,80.0,2,20.0,254,1377,640,14,13,2,5,8,302,8,3,0,0,8,3,0,1,9,3,0,0,0,40,6,4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26.0,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.17,2,5,6,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,26,37,70.3,506,182,0,0.1,0.3,-0.1,1,7,3,1,5,35,2,1,0,0,5,0,1,1,0,0,26,2,1,1,1,0,1,100.0,0,1,1,0,2,4,0,0,2,2.47,1,1,0,0,0,0,0,0.00,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6,0,0,0,2,1,0,5,2,1,0,0,0,4,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27.0,1997,20,6,782,8.7,5,1,6,5,0,0,0,0,3.0,3.0,2.4,5.4,0.69,0.62,42,41,82,28,10,35.7,3.22,1.15,0.18,0.50,14.6,0,0,0,3.0,3.0,0.11,+2.0,+2.0,221,283,78.1,3121,1009,1,2.4,2.8,-1.4,11,9,20,4,41,280,2,0,1,1,23,2,0,0,0,0,221,10,6,3,4,3,5,60.0,2,4,1,3,4,14,5,1,31,3.55,20,1,3,3,4,0,4,0.46,374,8,49,128,197,57,374,28,12,42.9,11,39.3,274,2011,1088,42,21,23,16,10,305,82,0,0,0,8,11,2,23,4,6,0,0,0,29,3,8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23.0,2001,17,14,1150,12.8,1,1,2,1,0,0,5,0,0.9,0.9,0.4,1.3,0.16,0.10,9,46,8,6,1,16.7,0.47,0.08,0.17,1.00,10.9,0,0,0,0.9,0.9,0.15,+0.1,+0.1,538,638,84.3,9392,2423,1,0.4,0.7,+0.6,8,62,4,0,46,609,26,26,1,11,1,0,0,0,0,0,538,30,16,16,11,3,23,65.2,8,20,6,14,12,42,27,1,21,1.64,15,1,0,1,2,2,5,0.39,761,38,200,485,83,11,761,12,4,33.3,7,58.3,318,1318,572,9,5,0,13,11,464,8,5,0,0,15,15,0,1,12,16,1,0,0,58,20,15,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23.0,2001,19,8,805,8.9,1,2,3,1,0,0,4,0,1.4,1.4,1.1,2.5,0.34,0.28,33,35,108,19,5,26.3,2.12,0.56,0.05,0.20,14.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4,249,342,72.8,4204,940,2,1.1,1.5,+0.9,12,16,19,3,35,333,8,1,1,9,31,7,0,0,0,0,249,16,13,5,7,4,13,23.1,10,11,0,11,7,23,13,0,29,3.24,23,0,2,3,0,1,3,0.33,498,9,74,165,266,50,498,45,16,35.6,28,62.2,316,2022,871,33,15,16,34,18,350,108,4,0,0,21,8,1,31,7,13,0,1,0,60,7,6,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21.0,2003,18,17,1482,16.5,0,2,2,0,0,0,3,0,0.9,0.9,1.3,2.3,0.12,0.14,17,90,48,23,5,21.7,1.40,0.30,0.00,0.00,24.0,0,0,0,0.9,0.9,0.04,-0.9,-0.9,821,959,85.6,12858,3398,2,1.3,1.3,+0.7,17,83,13,2,90,936,21,15,3,8,20,5,0,0,0,0,821,29,18,13,15,1,26,46.2,14,9,2,7,21,50,23,4,42,2.55,37,0,1,2,0,2,7,0.43,1132,35,258,600,278,21,1132,26,16,61.5,9,34.6,685,3137,1450,17,20,4,29,14,834,48,3,0,0,19,17,0,20,21,18,0,0,0,85,22,12,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22.0,2002,22,16,1461,16.2,8,3,11,7,1,1,2,0,9.2,8.4,2.2,10.6,0.62,0.70,23,16,84,49,16,32.7,3.02,0.99,0.14,0.44,12.0,0,1,1,9.2,8.4,0.17,-1.2,-1.4,134,219,61.2,1875,293,3,2.2,1.2,+0.8,16,7,9,1,16,213,6,0,1,1,3,0,0,0,0,0,134,10,7,2,5,3,9,44.4,5,13,2,11,0,10,11,0,32,1.97,21,0,2,4,3,2,3,0.18,414,14,24,165,232,76,413,29,8,27.6,15,51.7,218,1397,568,23,21,12,59,19,317,84,2,0,0,29,30,16,3,0,7,1,0,0,26,69,35,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19.0,2005,2,0,50,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,0.00,0.12,2,0,10,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,21,29,72.4,316,93,0,0.1,0.1,-0.1,1,0,1,1,0,24,5,1,0,0,5,4,0,0,0,0,21,2,1,1,1,0,2,100.0,0,1,1,0,1,3,0,0,1,1.80,1,0,0,0,0,0,0,0.00,34,1,7,11,17,1,34,2,0,0.0,2,100.0,18,69,44,2,1,0,0,0,20,10,0,1,0,1,0,1,5,1,1,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Marc Bartra,es ESP,DF,Betis,es La Liga,34.0,1991,12,11,1016,11.3,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,0.18,0.07,4,35,1,9,4,44.4,0.80,0.35,0.22,0.50,19.5,1,0,0,0.8,0.8,0.09,+1.2,+1.2,461,589,78.3,9640,3597,0,0.0,0.1,0.0,0,31,4,0,35,557,27,24,2,8,0,3,0,0,0,0,461,15,10,12,3,0,10,70.0,3,16,8,8,23,38,71,0,5,0.44,4,0,0,1,0,0,1,0.09,747,99,454,271,29,10,747,9,4,44.4,5,55.6,395,1852,1199,4,5,0,5,3,452,1,1,0,0,7,10,0,0,23,10,0,1,0,47,24,20,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28.0,1996,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,0.00,0.03,8,39,3,12,4,33.3,0.50,0.17,0.00,0.00,11.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,947,1084,87.4,19000,6568,0,0.0,0.1,0.0,2,24,1,0,39,963,119,58,0,12,2,9,0,0,0,0,947,26,18,19,5,2,19,68.4,6,32,24,8,17,43,114,0,9,0.37,6,2,0,1,0,0,0,0.00,1314,231,808,470,40,21,1314,4,3,75.0,0,0.0,609,3060,1576,8,5,0,8,0,768,3,2,0,0,22,5,0,2,17,18,0,2,0,62,53,34,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Daniele Baselli,it ITA,MF,Como,it Serie A,32.0,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,24,27,88.9,437,123,0,0.0,0.0,0.0,0,2,0,0,4,26,1,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25.0,1999,23,23,2070,23.0,0,0,0,0,0,0,5,0,0.8,0.8,0.1,0.9,0.00,0.04,19,74,11,11,3,27.3,0.48,0.13,0.00,0.00,16.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,1324,1477,89.6,23155,8028,0,0.1,0.3,-0.1,2,98,0,0,74,1379,97,37,0,7,4,3,0,0,0,0,1324,34,21,20,14,0,20,80.0,4,31,14,17,13,47,72,5,14,0.61,10,1,2,0,0,1,2,0.09,1680,231,829,776,91,12,1680,20,8,40.0,7,35.0,1066,5146,2767,19,13,3,22,6,1168,11,5,0,0,13,22,2,4,13,21,0,0,0,110,28,25,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19.0,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,4,50.0,53,0,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25.0,1999,22,21,1640,18.2,1,4,5,1,0,0,3,0,0.4,0.4,2.0,2.3,0.27,0.13,38,110,46,7,2,28.6,0.38,0.11,0.14,0.50,14.0,0,0,0,0.4,0.4,0.05,+0.6,+0.6,1369,1540,88.9,25537,7594,4,2.0,1.9,+2.0,19,94,29,17,110,1384,148,53,3,18,40,78,0,0,0,0,1369,31,16,14,13,4,21,71.4,6,12,5,7,16,47,35,1,44,2.42,38,3,0,0,1,2,9,0.49,1690,116,564,853,279,13,1690,8,4,50.0,2,25.0,1113,5662,3359,38,43,3,22,2,1255,46,3,0,0,29,27,1,40,16,16,0,0,0,65,30,18,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28.0,1996,18,18,1620,18.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0,2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,401,626,64.1,11723,8402,0,0.0,0.0,0.0,0,15,0,0,2,456,167,52,0,0,0,0,0,0,0,0,401,2,1,2,0,0,3,66.7,1,0,0,0,0,2,5,3,2,0.11,2,0,0,0,0,0,0,0.00,668,551,659,9,0,0,668,4,4,100.0,0,0.0,383,1915,1203,0,0,0,1,0,320,0,3,0,0,0,3,0,0,0,1,0,0,0,24,3,0,100.0,18,1.00,74,56,77.0,7,7,4,5,27.8,2,1,1,0,17.8,0.22,+0.8,+0.04,86,292,29.5,508,63,43.7,39.0,261,19,7.3,11,0.61,12.5
247,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,31.0,1993,1,1,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.08,1,0,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,7,10,70.0,62,18,0,0.0,0.1,0.0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,3,4.82,2,0,0,0,1,0,0,0.00,17,0,2,9,6,3,17,3,2,66.7,1,33.3,11,68,31,1,1,1,1,0,10,3,1,0,0,1,1,1,1,1,0,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28.0,1996,20,18,1631,18.1,0,0,0,0,0,0,2,1,0.5,0.5,0.1,0.7,0.00,0.04,9,42,1,5,1,20.0,0.28,0.06,0.00,0.00,11.5,0,0,0,0.5,0.5,0.11,-0.5,-0.5,875,963,90.9,16136,4930,0,0.1,0.3,-0.1,3,36,3,1,42,935,24,18,1,0,1,6,0,0,0,0,875,19,10,14,4,1,16,56.3,7,22,13,9,34,53,108,3,7,0.39,6,0,1,0,0,0,0,0.00,1171,153,648,508,19,6,1171,8,5,62.5,2,25.0,624,3446,1948,9,2,0,6,1,777,1,2,1,0,21,11,0,1,34,10,0,2,1,59,33,16,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25.0,2000,11,8,658,7.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.00,0.04,4,30,7,1,1,100.0,0.14,0.14,0.00,0.00,7.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,275,340,80.9,5313,1982,0,0.1,0.1,-0.1,2,31,2,2,30,320,19,11,0,2,4,4,0,0,0,0,275,14,8,5,7,2,14,64.3,5,10,4,6,6,20,35,1,4,0.55,2,0,0,0,1,1,0,0.00,422,45,177,222,24,3,422,0,0,,0,,216,991,539,4,4,0,6,2,260,7,1,0,0,7,13,0,4,6,8,0,0,0,20,19,12,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
